380.158	1118.0
380.197	1109.0
380.236	1114.0
380.276	1105.0
380.315	1117.0
380.355	1114.0
380.394	1099.0
380.433	1117.0
380.473	1107.0
380.512	1109.0
380.552	1113.0
380.591	1099.0
380.63	1112.0
380.67	1114.0
380.709	1099.0
380.749	1115.0
380.788	1129.0
380.827	1129.0
380.867	1116.0
380.906	1122.0
380.946	1114.0
380.985	1131.0
381.024	1109.0
381.064	1111.0
381.103	1107.0
381.142	1113.0
381.182	1117.0
381.221	1141.0
381.26	1125.0
381.3	1126.0
381.339	1117.0
381.379	1134.0
381.418	1137.0
381.457	1133.0
381.497	1143.0
381.536	1109.0
381.575	1115.0
381.615	1125.0
381.654	1139.0
381.693	1127.0
381.733	1122.0
381.772	1133.0
381.811	1119.0
381.851	1137.0
381.89	1131.0
381.929	1145.0
381.969	1130.0
382.008	1128.0
382.047	1146.0
382.086	1130.0
382.126	1128.0
382.165	1127.0
382.204	1139.0
382.244	1151.0
382.283	1138.0
382.322	1120.0
382.362	1149.0
382.401	1153.0
382.44	1150.0
382.479	1172.0
382.519	1135.0
382.558	1153.0
382.597	1151.0
382.637	1164.0
382.676	1151.0
382.715	1151.0
382.754	1155.0
382.794	1170.0
382.833	1172.0
382.872	1166.0
382.912	1164.0
382.951	1154.0
382.99	1174.0
383.029	1179.0
383.069	1193.0
383.108	1175.0
383.147	1185.0
383.186	1199.0
383.226	1183.0
383.265	1213.0
383.304	1189.0
383.343	1203.0
383.383	1202.0
383.422	1183.0
383.461	1207.0
383.5	1204.0
383.539	1217.0
383.579	1218.0
383.618	1228.0
383.657	1194.0
383.696	1235.0
383.736	1201.0
383.775	1233.0
383.814	1209.0
383.853	1221.0
383.892	1226.0
383.932	1232.0
383.971	1245.0
384.01	1267.0
384.049	1235.0
384.088	1293.0
384.128	1227.0
384.167	1247.0
384.206	1237.0
384.245	1248.0
384.284	1276.0
384.324	1254.0
384.363	1271.0
384.402	1280.0
384.441	1298.0
384.48	4667.0
384.519	1290.0
384.559	1294.0
384.598	1312.0
384.637	1308.0
384.676	1306.0
384.715	1339.0
384.754	1302.0
384.794	1338.0
384.833	1325.0
384.872	1359.0
384.911	1360.0
384.95	1364.0
384.989	1356.0
385.029	1348.0
385.068	1356.0
385.107	1375.0
385.146	1384.0
385.185	1389.0
385.224	1430.0
385.263	1437.0
385.302	1418.0
385.342	1394.0
385.381	1475.0
385.42	1461.0
385.459	1487.0
385.498	1522.0
385.537	1536.0
385.576	1504.0
385.615	1518.0
385.655	1536.0
385.694	1571.0
385.733	1602.0
385.772	1649.0
385.811	1615.0
385.85	1636.0
385.889	1647.0
385.928	1692.0
385.967	1714.0
386.006	1772.0
386.045	1816.0
386.085	1786.0
386.124	1887.0
386.163	1977.0
386.202	1970.0
386.241	2030.0
386.28	2076.0
386.319	2160.0
386.358	2224.0
386.397	2295.0
386.436	2391.0
386.475	2455.0
386.514	2670.0
386.553	2704.0
386.592	2868.0
386.631	3040.0
386.671	3082.0
386.71	3221.0
386.749	3259.0
386.788	3529.0
386.827	3531.0
386.866	3654.0
386.905	3895.0
386.944	3927.0
386.983	4032.0
387.022	4097.0
387.061	4262.0
387.1	4318.0
387.139	4323.0
387.178	4428.0
387.217	4351.0
387.256	4392.0
387.295	4321.0
387.334	4502.0
387.373	4378.0
387.412	4395.0
387.451	4329.0
387.49	4393.0
387.529	4253.0
